0.0	22.454435398336706	0.00011500056067505497	0.000588976241039516	0.00020194016604001942	-2.2554566296224067e-05	-8643495.055824785	-1.0422575806856512e-06	-324318.4980216317	0.016431190493485355	100000
1.25	22.516696877455786	0.0003502685233674079	0.005448758276122744	0.0009298455823328251	-0.00012764053977991395	-8626594.851619313	-6.9124322161161325e-06	-646289.2686584977	0.017584524167197284	100000
2.5	23.26432662278486	0.0006231305949754897	0.016690435304248977	0.0026797229804295746	-0.00023243072731841266	-8594069.715823686	-1.690021529125129e-05	-1001602.8498863317	0.01883095197564287	100000
3.75	26.35795983064397	0.000899798065907455	0.030716966131403952	0.005456392863632111	-0.00033670967550821147	-8541818.71716311	-3.142803092120795e-05	-1393003.4631040492	0.020176987299219525	100000
5.0	33.94822854574478	0.0011772649314761175	0.040825479804223505	0.009255364188501737	-0.00044020972301212126	-8465078.643902408	-5.0951287250928055e-05	-1823132.8075879833	0.021629059719789432	100000
6.25	47.42291517386401	0.0014546472957717189	0.04461975286289772	0.01406782533772069	-0.000542598666243031	-8357993.486126124	-7.595609501525032e-05	-2294355.4223637413	0.02319332467975671	100000
7.5	67.3750143122915	0.0017314538908528496	0.04449620689138089	0.01988113620456908	-0.0006434663079685837	-8213565.838968882	-0.00010695467270537573	-2808539.9655397967	0.024875465592985792	100000
8.75	94.30789051485095	0.002007275070859176	0.042723394491134624	0.026679291858400407	-0.0007423100498575447	-8023568.2796988515	-0.00014447770795828784	-3366773.900034924	0.026680390023605432	100000
10.0	128.91040910108288	0.0022816899383633934	0.04038548175536752	0.034437981544271745	-0.000838519474954539	-7778474.421619947	-0.0001890628069569161	-3968998.776437228	0.02861189307270288	100000
11.25	172.04722851224815	0.0025542252113808068	0.037920206485563206	0.04312616180986264	-0.0009313604035495438	-7467449.698114936	-0.00024123799152931614	-4613556.379094417	0.030672259219236536	100000
12.5	224.7022426466633	0.0028243288010672807	0.03549957082129102	0.0527034509447388	-0.0010199592949321303	-7078429.552632817	-0.0003014991827222713	-5296648.993679684	0.03286174657834081	100000
13.75	287.92634457461895	0.0030913469792321264	0.033190523639391914	0.06311658761619231	-0.0011032893145350483	-6598332.946668023	-0.0003702806555753995	-6011721.268654637	0.035178183945499285	100000
15.0	362.7864701711353	0.0033545007895102227	0.03101735172625524	0.07429953296422528	-0.0011801600094235773	-6013463.324274197	-0.00044791761622333564	-6748785.489106764	0.0376164408531403	100000
16.25	450.30654032467015	0.0036128594549593098	0.02898637322006887	0.08616689460539331	-0.0012492131048914682	-5310138.87778266	-0.0005346004451518052	-7493738.157598405	0.04016793665838161	100000
17.5	551.3915102518026	0.003865309297978427	0.02709620241018144	0.09861303170047106	-0.001308927501959819	-4475603.54913439	-0.0006303208823408455	-8227741.297189134	0.04282024404018769	100000
18.75	666.726031726936	0.004110517103112635	0.0253422696144277	0.11150699172720943	-0.001357637082945009	-3499246.2536670673	-0.0007348114533714395	-8926768.422324434	0.04555667583992205	100000
20.0	796.6391751005518	0.00434688735610034	0.02371893107596676	0.12468709300986075	-0.001393565118241014	-2374124.6988745863	-0.0008474808070908141	-9561444.023646353	0.04835622429832615	100000
21.25	940.9270751883084	0.004572513629105812	0.022220511493065594	0.13795585354940992	-0.0014148787801786817	-1098741.4185053546	-0.0009673493362396062	-10097325.970162204	0.0511935766725639	100000
