-6.0191728868017326e-05	-5.642344817084746e-06	0.08	-1349306.6995263987	176120.80733865863	102729230.19630784
4.167951518522901e-05	-1.1642923092081563e-05	0.07999999999999996	114383.30704754259	-497592.96106793865	102728029.32323527
6.135004036684274e-05	-1.4672958054863505e-05	0.08000000000000004	1476593.4384304713	-161659.48607249325	102729317.78581278
-4.857672400009743e-06	-2.6246275603900422e-05	0.08000000000000002	-6025.846712355319	-551093.592364392	102727583.03853826
5.4630512788130646e-05	-1.8509120219652716e-05	0.08	1582212.1679048254	103731.41237509825	102730413.89718877
2.74028498887444e-05	-4.1752468115522056e-05	0.08000000000000002	986739.7082093124	-813960.0569884336	102729103.36615887
4.77002057295984e-05	1.5636974955529948e-05	0.08000000000000002	1617529.036658522	662836.8186022582	102732156.39641988
-4.008563131383068e-05	-5.918892390022899e-06	0.08000000000000003	-1004909.5750718757	294679.28092075867	102729009.52130486
-1.7341224066393063e-05	1.140255182168191e-05	0.07999999999999999	-144611.39724065634	247309.06838244648	102727438.35870732
-4.3938380842423155e-05	8.178363195322047e-07	0.08000000000000002	-270920.96542336297	-866183.3541894675	102729094.67559531
4.798290938522316e-05	2.5390564793296247e-05	0.08	1750144.9126005983	456027.1563011323	102732738.62606719
3.287199246634333e-05	5.196811296720087e-05	0.08000000000000002	1215418.1871134427	591874.4168146434	102729980.01673387
2.9345573177473055e-05	1.542736038592998e-05	0.08	857787.3142220916	310453.3562686689	102728464.58843684
7.100904969611674e-05	2.488576660024363e-05	0.08000000000000002	2157310.607237321	814724.1662286805	102734720.60805508
-3.4271109722314494e-07	1.4153551607495088e-05	0.08000000000000002	527685.4148886261	-196315.90692693295	102728651.89136422
3.0127772179691338e-05	1.2598532446211538e-05	0.08	894598.9380570696	1151494.8021853014	102731508.71787982
-5.125041272650392e-05	-2.932316595747071e-05	0.07999999999999997	-1356661.10453544	-339532.1912567844	102729621.8776655
-3.2113600073945506e-05	-2.1425807625062166e-05	0.08	-143811.9725491446	-893085.2015042421	102728476.4616403
3.344996621850441e-05	-4.813124498651503e-06	0.08000000000000002	270652.12803255656	-387182.8438526911	102727734.12138388
-3.8796653120061085e-05	2.7362298758914817e-05	0.07999999999999997	-1557912.2550614183	269619.82248453295	102731220.07933018
2.8385736141853692e-05	3.767476431546199e-05	0.07999999999999996	-64046.58365094618	455811.4289887184	102727262.59013627
-3.3994134813710265e-05	1.760821933904128e-05	0.07999999999999997	-375222.8316101765	-111513.2938225808	102727313.76390664
6.426552760340556e-06	5.706895469088851e-06	0.07999999999999999	340425.8190554027	-33155.548872815365	102727689.43758358
5.7324058760737265e-05	-2.6698430622061055e-05	0.07999999999999999	1304044.9451970265	-1041203.3376032218	102730978.67465895
-5.2004291494217014e-05	-5.338796225719131e-05	0.08000000000000002	-1680127.968613273	-1986744.7534352664	102737998.59685318
2.2751305518149817e-05	-5.09762607361264e-06	0.07999999999999996	635678.9485184872	234846.09770672338	102728045.9668163
5.478375872067119e-05	2.9700508482223043e-05	0.08000000000000002	1972369.9625180226	231049.00141259664	102734096.64010987
-4.701905391463476e-05	-2.7311789655135124e-05	0.07999999999999997	-544928.6714489438	-1543316.664134375	102731563.42273027
3.275926478667511e-05	-2.858105319893819e-05	0.07999999999999997	195660.09684503463	211616.64440150282	102727696.4490034
-4.5936047433301365e-06	-4.076195739635366e-05	0.08000000000000003	487000.87879716064	-440856.6324912736	102727791.00941624
-5.579147899521193e-06	4.307786536332143e-05	0.08000000000000002	-479065.7122841522	202800.6364277958	102727582.55511719
2.681346734491961e-05	-2.3506268908297283e-07	0.08000000000000002	535936.9482127792	-62822.10923887381	102727596.25058374
